record,uuid,status,dTrack,qtime,rnid,consent,HH1,HH23r1,HH23r2,HH23r3,HHCr1,HHCr2,HHCr3,HHAr1,HHAr2,HHAr3,HH4,HH5,HH6r1,HH6r2,HH6r3,HH6r4,HH6r5,HH6r6,HH6r6oe,HHR,Q2,hRegionUS,HH7,HH7r3oe,HHO,HH8,HH8r8oe,HH9,HH10,HH10_1,HH11,HH12r1,noanswerHH12_r8,HH12a,HH13r1,noanswerHH13_r8,HH13a,HHI,ESC1r1,ESC1r2,ESC1r3,ESC1r4,ESC1r5,ESC1ar1,ESC1ar2,ESC1ar3,ESC1ar4,ESC1ar5,ESC1ar6,ESC1br1c1,ESC1br2c1,ESC1br3c1,ESC1br4c1,ESC1b_1r1c2,ESC1b_1r2c2,ESC1b_1r3c2,ESC1b_1r4c2,ESC1b1r1,ESC1b1r2,ESC1b1r3,ESC1b1r4,ESC1cr1c1,ESC1cr2c1,ESC1cr3c1,ESC1cr4c1,ESC1c_1r1c2,ESC1c_1r2c2,ESC1c_1r3c2,ESC1c_1r4c2,ESC1c1r1,ESC1c1r2,ESC1c1r3,ESC1c1r4,ESC2,ESC2a,ESC2b,ESC2c,EB2a,EB2a1,EB3a,EB3a1,EB2b,EB2b1,EB3b,EB3b1,EB2c,EB2c1,EB3c,EB3c1,EB2d,EB2d1,EB3d,EB3d1,EB2e,EB2e1,EB3e,EB3e1,EB4,Q4ar1,Q4ar2,Q4ar3,Q4ar4,Q4ar5,Q4ar6,Q4ar6oe,EB5r1,EB5r2,EB5r3,EB5r4,EB6r1,EB6r2,EB6r3,EB6r4,EB7a,Q7a1,Q7a2,Q7a3,EB7b,Q7b1,Q7b2,Q7b3,EB7c,Q7c1,Q7c2,Q7c3,EB7d,Q7d1,Q7d2,Q7d3,EB8a,Q8a1,Q8a2,Q8b1,EB8b,Q8b2,EB8c,Q8c1,Q8c2,EB8d,Q8d1,Q8d2,HEC1r1a,HEC1r1b,HEC1r1c,HEC1r1d,HEC2r1,HEC2r2,HEC2r3,HEC2r4,HEC2r5,HEC2r6,HEC2r7,HEC2r8,HEC2r9,HEC2r10,HEC2r9oe,HEC3r3a,HEC3r3b,HEC3r3c,HEC3r3d,HEC3r3e,HEC3r3f,HEC3r3g,HEC3r3h,HEC4a,HEC4ai,HEC4aii,HEC4b,HEC4bi,HEC4bii,HEC5,HEC5a,HEC5a1,HEC5a2r1,HEC5a2r2,HEC5a2r3,HEC5a2r4,HEC5a2r5,HEC5a2r6,HEC5a2r7,HEC6,HEC6a,HEC6b1,HEC6b2r1,HEC6b2r2,HEC6b2r3,HEC6b2r4,HEC6b2r5,HEC6b2r6,EL1,hEL1r1,EL2,hEL2r1,EL3,CEP1,Q14a1,CEP2,Q14b1,CEP3,Q14c1,CEP4,Q14d1,CEP5,Q14e1,CEP6,CEP7,CEP8r1,CEP8r2,CEP8r3,CEP8r4,EH1a_er1a,EH1a_er2b,EH1a_er3c,EH1a_er4d,EH1a_er5e,EH2,EH2_1r1,EH2_1r2,EH2_1r3,EH2_1r3oe,H1r1,H1r2,H1r3,H1r4,H1r5,H1r6,H1r7,H1r7oe,H2r1,H2r2,H2r3,H2r4,H2r5,H2r6,H2r7,H2r8,H2r9,H2r10,H2r11,H2r12,H2r13,H2r14,H2r15,H2r16,noanswerH2_r17,PSSPSS1,PSSPSS2,PSSPSS3,PSSPSS4,PSSPSS5,PSSPSS6,PSSPSS7,PSSPSS8,PSSPSS9,PSSPSS10,SF1,SF2,SF3,PSQI1,PSQI2a,PSQI2b,FI1,FI2,FI3,FI4
1493,1zuz70j8xkxzds2w,3,0,1285.673604,EPOWG9RYK6MP6424N0,1,2,0,0,2,0,1,0,1,0,0,74,2,1,0,0,0,0,0,,3,17,2,1,,2,2,,4,1969,,1,350,0,,26000,0,,2,1,0,0,0,0,1,0,0,0,0,0,250,,,,0,0,0,0,,,,,190,,,,0,0,0,0,,,,,1,45,1,2,2,,,,,,,,,,,,,,,,2,,,,1,,,,,,,,2,,,2,2,,,2,2,,,,,,,,,,,,2,,,,1,1,,,,,,,,1,1,,4,3,3,4,0,0,0,0,0,0,0,0,0,1,,3,3,3,3,3,4,4,4,1,73,70,1,70,70,4,2,,,,,,,,,4,2,,,,,,,,4,,1,1,2,2,,1,1,2,,2,,2,,2,2,0,0,1,0,1,1,1,2,1,0,,,,,1,1,2,1,2,2,,,2,1,2,2,1,2,1,2,2,2,1,2,2,1,1,1,0,1,1,1,5,5,1,5,5,1,1,3,3,2,0,0,0,1,3,3,3
1507,kh09e1zptvskubec,3,0,725.4340057,EPOWGBBXYGW6GVX4N0,1,2,0,0,0,0,1,0,0,0,1,49,1,1,0,0,0,0,0,,1,5,4,1,,2,2,,5,2006,,2,0,0,,150000,0,,3,1,1,0,0,0,1,1,0,0,0,0,100,25,,,0,0,0,0,,,,,100,25,,,0,0,0,0,,,,,1,50,1,2,2,,,,2,,,,,,,,,,,,2,,,,1,,,,,,,,2,2,,2,2,2,,2,2,,,,2,,,,,,,,2,,,,1,1,,,2,,,,,1,3,,3,3,2,3,0,0,0,0,0,0,0,0,0,1,,3,3,3,3,3,3,3,3,1,69,60,1,78,80,7,1,1,0,0,0,0,0,0,1,6,1,2,0,0,0,0,0,1,2,1,1,1,1,1,3,2,,2,,1,1,2,,2,2,0,0,1,0,3,2,1,1,1,0,,,,,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,1,3,3,3,3,2,4,3,3,2,4,2,1,1,0,0,0,1,3,3,3
1499,pk5h7dht6pxmzvgd,3,0,1067.78124,EPOWGB3VG2KGNF54N5,1,4,0,2,0,0,1,0,0,1,1,55,1,1,0,0,0,0,0,,1,44,3,1,,2,2,,4,1970,,2,,1,7,,1,3,3,1,1,0,0,0,1,1,0,0,0,0,,,,,1,1,0,0,5,5,,,,,,,1,1,0,0,5,5,,,1,100,1,1,2,,,,2,,,,,,,,,,,,2,,,,1,,,,,,,,2,2,,2,2,2,,2,2,,,,2,,,,,,,,2,,,,1,1,,,2,,,,,1,1,,3,3,2,3,0,0,0,0,0,0,0,0,0,1,,2,2,3,1,3,3,3,3,1,70,69,1,79,80,6,1,1,0,1,0,0,1,0,0,6,2,,,,,,,,2,1,1,1,2,1,3,2,,2,,2,,2,,2,2,0,0,1,0,2,2,3,5,1,0,,,,,2,2,2,2,2,2,,,2,1,2,1,1,2,2,2,2,1,2,2,1,1,1,1,0,3,3,3,3,3,3,3,3,3,3,2,1,1,1,1,1,2,3,3,3
1513,hntvzgtbp43c2hcs,3,0,519.3184731,EPOWGBJCBFH8YK34N2,1,2,0,2,0,0,1,0,0,1,0,29,1,1,0,0,0,0,0,,1,44,3,2,,1,6,,1,2017,2,5,,1,3,70000,0,,3,1,0,0,0,0,1,0,0,0,0,0,,,,,1,0,0,0,2,,,,,,,,1,0,0,0,2,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,1,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,,2,,,,,,,,,,,,3,3,3,3,0,0,0,0,0,0,0,0,0,1,,3,3,3,3,3,3,3,3,1,67,69,1,72,69,3,2,,,,,,,,,4,2,,,,,,,,2,1,4,,3,2,,2,,2,,2,,2,,2,2,0,0,0,1,1,1,1,1,1,0,,,,,2,2,2,2,2,1,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,3,4,3,2,3,4,2,2,3,2,1,1,0,2,1,3,3,3
1508,vc09c9zpg0bjw68x,3,0,929.9079754,EPOWGBC7KCWQYYF4N7,1,1,0,1,0,0,1,0,0,1,0,48,2,1,0,0,0,0,0,,3,36,2,1,,2,2,,3,2013,,3,534,0,,20800,0,,1,1,0,0,0,0,1,0,0,0,0,0,120,,,,0,0,0,0,,,,,75,,,,0,0,0,0,,,,,1,80,1,1,2,,,,,,,,,,,,,,,,2,,,,1,,,,,,,,2,,,2,2,,,2,2,,,,,,,,,,,,2,,,,1,1,,,,,,,,2,,,3,3,4,3,0,0,1,0,0,1,0,0,0,0,,4,3,3,2,4,3,3,2,1,66,68,1,70,72,5,2,,,,,,,,,5,2,,,,,,,,2,1,4,,2,2,,2,,2,,2,,2,,2,2,1,0,0,0,1,1,1,1,1,0,,,,,2,2,2,2,1,2,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,4,4,2,4,3,2,2,2,1,1,1,1,0,1,3,3,3
1509,qjm7j9k72qzehvn3,3,0,929.620909,EPOWGBCG6CM5S6Z4N5,1,3,1,1,1,1,0,1,1,1,0,36,1,0,0,0,0,0,1,Latin,1,33,1,2,,1,7,,3,2008,,2,2345,0,,60000,0,,3,1,1,0,0,0,1,1,0,0,0,0,100,45,,,0,0,0,0,,,,,200,35,,,0,0,0,0,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,,1,,,,,,,,3,3,,,2,2,,,2,,,,2,,,,,,,,,,,,2,,,,2,,,,,,,,3,3,3,3,0,0,0,0,0,0,0,0,0,1,,3,3,3,3,3,3,3,3,2,,,1,50,50,2,2,,,,,,,,,1,1,2,0,0,0,0,1,0,2,1,4,,2,1,1,2,,2,,2,,2,,2,2,1,0,0,0,3,1,1,1,1,0,,,,,2,2,2,2,2,2,,,2,1,1,2,1,2,1,2,2,2,2,2,2,2,1,1,0,2,2,2,3,3,2,2,2,3,2,3,3,1,1,1,1,1,3,3,3
1498,8g0c9d7r1e3451c8,3,0,1314.733315,EPOWGB26P6GT2J24N5,1,1,0,0,0,0,1,0,0,0,1,57,2,1,0,0,0,0,0,,3,7,1,2,,1,8,2 family house,3,1984,,1,1000,0,,0,0,,1,1,0,1,0,0,1,0,1,0,0,0,65,,,,0,0,1,0,,,5,,,,,,1,0,1,0,1,,5,,2,,,,2,,,,,,,,2,,,,,,,,,,,,1,,,,,,,,2,,2,,2,,2,,2,,,,,,,,2,,,,,,,,2,,,,,,2,,,,,,4,3,2,4,0,0,0,0,0,0,0,0,0,1,,4,3,4,2,4,4,4,3,1,66,66,1,66,66,7,2,,,,,,,,,3,2,,,,,,,,4,,1,1,5,2,,2,,2,,2,,2,,2,2,0,0,1,0,5,5,2,5,5,0,,,,,1,2,2,2,2,1,2,none,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,0,2,1,3,4,4,1,4,4,2,2,2,3,2,1,0,0,1,3,3,3
1516,c2jzeds43ubg9esy,3,0,566.6492746,EPOWGBMK2MC2WMQ4N0,1,4,0,4,0,0,1,0,0,1,0,54,1,1,0,0,0,0,0,,1,10,3,1,,2,2,,3,2018,1,4,200,0,,150000,0,,3,1,0,0,0,0,1,0,0,0,0,0,90,,,,0,0,0,0,,,,,90,,,,0,0,0,0,,,,,1,50,1,1,2,,,,,,,,,,,,,,,,2,,,,1,,,,,,,,2,,,2,2,,,2,2,,,,,,,,,,,,2,,,,2,,,,,,,,,2,,,4,4,4,4,0,0,0,0,0,0,0,0,0,1,,4,4,4,4,4,4,4,4,1,77,77,1,77,77,7,1,4,0,0,0,0,0,0,1,6,2,,,,,,,,4,,1,1,1,2,,2,,2,,2,,2,,2,2,1,0,0,0,1,1,1,1,1,0,,,,,2,2,2,2,2,2,2,None,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,0,1,3,3,3
1512,mjypcr80zvx7t1wp,3,0,814.6839561,EPOWGBH7QXHS6SY4N0,1,1,0,1,0,0,1,0,0,1,0,36,1,1,0,0,0,0,0,,1,33,1,1,,2,7,,3,2008,,3,2000,0,,145000,0,,3,1,1,0,0,0,1,1,0,0,0,0,250,150,,,0,0,0,0,,,,,250,150,,,0,0,0,0,,,,,1,50,3,2,2,,,,2,,,,,,,,,,,,2,,,,1,,,,,,,,2,2,,2,2,2,,2,2,,,,2,,,,,,,,2,,,,2,,,,2,,,,,2,,,4,4,4,3,0,0,0,0,0,0,0,0,0,1,,3,4,4,4,4,4,4,3,1,70,70,1,70,70,4,2,,,,,,,,,4,2,,,,,,,,2,1,1,1,1,2,,2,,2,,2,,2,,2,2,1,0,0,0,1,1,1,1,1,0,,,,,2,2,1,2,2,2,2,n/a,,,,,,,,,,,,,,,,,1,3,1,2,4,3,2,3,4,3,2,2,1,1,1,0,0,1,3,3,3
1502,cg9r36qp18cu4j5e,3,0,1303.367889,EPOWGB6JWLHJZJS4N6,1,2,0,1,1,0,1,0,1,1,0,59,2,0,1,0,0,0,0,,2,8,3,1,,2,2,,0,2014,2,3,,1,5,,1,2,2,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,1,250,3,2,,,,,,,,,,,,,,,,,2,,,,1,,,,,,,,1,1,,1,2,2,,2,2,,,,2,,,,,,,,2,,,,2,,,,2,,,,,2,,,4,4,4,4,1,0,0,0,0,0,0,0,0,0,,4,4,4,4,4,3,4,4,1,76,80,1,75,80,3,2,,,,,,,,,6,2,,,,,,,,1,,1,1,1,1,2,2,,2,,2,,2,,2,2,0,0,0,1,4,4,4,4,4,0,,,,,1,2,1,2,1,1,,,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,0,5,5,4,4,4,4,4,4,4,4,3,3,3,0,0,0,1,1,1,1
1517,d2ye64apr8kqrnmz,3,0,834.7678359,EPOWGBXNZ3M7W9P4N2,1,3,0,1,1,0,1,0,1,1,1,75,2,0,1,0,0,0,0,,2,23,2,2,,1,5,,2,2014,1,3,1260,0,,51000,0,,3,1,1,0,0,0,1,1,0,0,0,0,50,150,,,0,0,0,0,,,,,30,50,,,0,0,0,0,,,,,2,,,,1,1,1,2,1,1,1,1,,,,,,,,,,,,,1,,,,,,,,2,2,,,2,2,,,2,,,,2,,,,,,,,,,,,1,1,,,2,,,,,,,,1,3,3,4,0,0,0,0,0,0,0,1,0,0,,3,2,4,1,3,3,3,4,1,74,72,1,75,78,6,2,,,,,,,,,4,2,,,,,,,,2,1,1,1,1,2,,2,,2,,2,,2,,2,2,0,0,1,0,2,1,1,1,1,0,,,,,1,2,2,2,2,2,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,1,1,5,4,1,4,5,1,1,1,1,1,0,0,0,1,3,3,3
1518,6wmr3a46acut2wth,3,0,775.0231216,EPOWGC6N4BGWBVX4N4,1,2,0,0,1,0,1,0,1,0,1,64,2,1,0,0,0,0,0,,3,22,1,1,,2,2,,3,1981,,2,,1,3,,1,2,2,0,1,0,0,0,1,1,0,0,0,0,95,95,,,0,0,0,0,,,,,95,25,,,0,0,0,0,,,,,1,15,1,1,2,,,,2,,,,,,,,,,,,2,,,,1,,,,,,,,,2,,2,,2,,2,,,,,2,,,,,,,,2,,,,,,,,2,,,,,2,,,3,3,3,3,0,0,0,0,0,0,0,0,0,1,,4,4,4,4,4,4,4,4,1,64,64,1,72,75,4,2,,,,,,,,,4,2,,,,,,,,2,1,1,1,3,2,,2,,2,,2,,2,,2,2,1,0,0,0,1,1,1,1,1,0,,,,,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,1,1,1,1,5,5,1,5,5,1,1,1,2,1,0,0,0,1,3,3,3
1515,hg0y75nbmasbdujp,3,0,5363.522934,EPOWGBMHW6559V64N2,1,3,1,2,0,1,0,1,0,1,0,32,1,0,1,0,0,0,0,,1,14,2,1,,2,3,,4,2007,,2,1260,0,,10000,0,,1,0,1,0,0,0,1,1,0,0,0,0,150,170,,,0,0,0,0,,,,,150,90,,,0,0,0,0,,,,,1,70,1,1,1,2,1,2,1,2,1,3,,,,,,,,,1,2,1,3,2,0,0,3,0,0,0,,,3,,1,,1,,2,,,,,1,1,2,,,,,,1,1,3,,,,,2,1,,,,,1,3,,1,2,4,1,1,0,0,0,0,0,0,0,0,0,,4,4,4,4,4,4,4,3,1,74,41,1,72,72,2,2,,,,,,,,,3,1,2,0,0,1,0,0,0,3,,2,,3,1,2,2,,1,1,2,,1,2,1,1,0,1,0,0,2,5,3,2,3,1,0,1,0,,1,2,2,2,1,2,,,1,1,1,1,1,1,2,1,1,2,2,2,2,1,1,1,0,2,1,4,3,2,1,5,2,3,1,3,2,1,2,1,1,1,2,3,1
1521,rnfdhve3b9x24sqt,3,0,3237.282637,EPOWGCGGFRV37L34N7,1,2,0,2,0,0,1,0,0,1,0,30,1,1,0,0,0,0,0,,1,50,2,2,,1,6,,1,2018,7,4,1700,0,,82000,0,,3,1,1,0,0,0,1,1,0,0,0,0,,,,,1,1,0,0,5,5,,,,,,,1,1,0,0,5,5,,,2,,,,2,,,,2,,,,,,,,,,,,,,,,1,,,,,,,,2,2,,,2,2,,,2,,,,2,,,,,,,,,,,,1,1,,,2,,,,,,,,4,4,4,3,0,0,0,0,0,0,0,0,0,1,,3,4,3,3,3,3,3,3,1,69,71,1,69,69,4,2,,,,,,,,,3,2,,,,,,,,3,,1,1,2,2,,2,,2,,2,,2,,1,2,0,0,0,1,2,2,1,1,1,0,,,,,2,2,2,2,2,1,2,hoof and mouth disease,1,1,1,1,1,1,2,2,2,2,1,1,2,1,1,1,0,2,3,4,4,4,3,4,2,2,2,3,2,3,2,0,0,1,3,3,3
1520,2penjgppdza5p0qb,3,0,823.1213632,EPOWGCC69MTH9RS4N0,1,6,0,5,1,0,1,0,1,1,0,56,1,1,0,0,0,0,0,,1,10,3,1,,2,2,,4,2016,1,3,3000,0,,120000,0,,3,1,0,0,0,0,1,0,0,0,0,0,180,,,,0,0,0,0,,,,,250,,,,0,0,0,0,,,,,1,90,1,1,2,,,,,,,,,,,,,,,,2,,,,1,,,,,,,,2,,,2,2,,,2,2,,,,,,,,,,,,2,,,,1,3,,,,,,,,2,,,2,3,3,3,0,0,0,0,0,0,0,0,0,1,,3,3,3,2,3,3,3,3,1,80,80,1,80,80,4,2,,,,,,,,,3,2,,,,,,,,2,1,3,,3,1,3,2,,1,2,2,,2,,2,2,1,0,0,0,3,3,5,5,1,0,,,,,2,2,1,2,1,2,,,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,0,4,3,4,3,3,3,3,3,3,4,3,3,3,2,0,2,2,2,2,2
1522,yq4u16mdvcsvbrp9,3,0,576.1202714,EPOWGCKXPG9SY9L4N7,1,1,0,0,1,0,1,0,1,0,0,68,2,1,0,0,0,0,0,,3,51,4,2,,1,6,,2,2016,1,4,698,0,,19000,0,,1,1,0,0,0,0,1,0,0,0,0,0,58,,,,0,0,0,0,,,,,50,,,,0,0,0,0,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,0,6,LIEAP,3,,,,2,,,,2,,,,,,,,,,,,,,,,2,,,,,,,,,,,,4,4,4,4,0,0,0,0,0,0,0,0,0,1,,4,4,4,4,4,4,4,4,1,69,68,2,,,4,1,1,0,0,0,0,0,0,1,3,2,,,,,,,,2,1,1,1,1,1,3,2,,2,,2,,2,,2,2,0,0,0,1,1,1,1,1,1,0,,,,,2,2,2,2,2,2,2,None,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,1,1,5,1,1,5,5,1,1,1,1,1,0,0,0,1,3,3,3
1511,bf602hcvd1b1hy8s,3,0,1438.964432,EPOWGBGJPX4YHZK4N3,1,1,0,0,1,0,1,0,1,0,0,78,2,1,0,0,0,0,0,,3,33,1,1,,2,2,,3,1957,,1,,1,2,,1,1,1,1,1,0,0,0,1,1,0,0,0,0,100,300,,,0,0,0,0,,,,,75,50,,,0,0,0,0,,,,,1,125,2,2,1,4,2,,2,,,,,,,,,,,,2,,,,1,,,,,,,,1,1,,1,2,2,,2,2,,,,2,,,,,,,,2,,,,1,1,,,2,,,,,2,,,3,3,3,3,0,0,0,0,0,0,0,0,0,1,,3,2,3,3,3,3,3,3,1,72,72,2,,,2,2,,,,,,,,,1,2,,,,,,,,2,1,2,,2,2,,2,,2,,2,,2,,2,2,0,0,1,0,2,2,1,1,1,0,,,,,1,99,99,1,1,99,2,none,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,0,1,1,1,1,1,1,1,1,1,1,3,3,2,0,0,0,1,3,3,3
1510,26dw8s70us0ptkru,3,0,15996.87431,EPOWGBF4HG6FJFB4N2,1,3,1,2,0,1,0,1,0,1,0,33,1,0,1,0,0,0,0,,1,47,3,2,,1,3,,2,2015,1,3,900,0,,62000,0,,3,1,1,0,0,0,1,1,0,0,0,0,70,50,,,0,0,0,0,,,,,100,30,,,0,0,0,0,,,,,2,,,,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,,,,,,,,2,2,,,2,2,,,2,,,,2,,,,,,,,,,,,1,1,,1,1,,,,,,,,3,3,3,3,0,0,0,0,0,1,0,0,0,0,,3,3,3,3,3,3,3,3,1,68,68,1,68,68,4,2,,,,,,,,,4,1,4,0,0,0,0,0,1,2,1,3,,2,2,,2,,2,,2,,2,,2,2,0,0,1,0,3,1,1,1,1,0,,,,,2,2,2,2,2,2,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,3,3,4,4,3,2,5,4,2,2,3,1,1,1,0,0,1,3,3,3
1523,8bcn0hgkwqgmx88g,3,0,3193.046965,EPOWGCL3NG36Z784N7,1,1,0,0,1,0,1,0,1,0,0,61,2,1,0,0,0,0,0,,3,31,1,2,,1,6,,1,2017,1,5,120,0,,700,0,,1,1,1,0,0,0,1,1,0,0,0,0,40,20,,,0,0,0,0,,,,,60,5,,,0,0,0,0,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,,1,,,,,,,,3,3,,,2,2,,,2,,,,2,,,,,,,,,,,,2,,,,2,,,,,,,,3,3,4,4,0,0,0,0,0,0,0,0,1,0,Kitchen floor,3,3,3,3,3,3,3,3,1,70,50,1,60,50,2,2,,,,,,,,,6,2,,,,,,,,2,1,1,1,4,2,,2,,2,,2,,2,,2,2,0,0,1,0,1,1,1,1,1,0,,,,,1,2,1,1,1,2,,,2,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,0,2,2,1,5,4,3,4,3,2,2,4,5,5,1,0,1,1,3,3,3
1527,h7p74ajnwndr56ed,3,0,621.0205204,EPOWGCXMDRMX9FZ4N0,1,2,0,0,0,0,1,0,0,0,1,54,1,1,0,0,0,0,0,,1,9,3,1,,2,5,,2,2014,1,1,2000,0,,140000,0,,3,1,0,0,0,0,1,0,0,0,0,0,250,,,,0,0,0,0,,,,,225,,,,0,0,0,0,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,1,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,,2,,,,,,,,,,,,3,4,4,4,0,0,0,0,0,0,0,0,0,1,,4,4,4,4,4,4,4,4,1,69,64,1,72,71,6,2,,,,,,,,,4,2,,,,,,,,2,1,1,1,1,2,,2,,2,,2,,2,,2,2,0,0,1,0,1,1,1,1,1,0,,,,,2,2,2,2,2,2,,,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,0,2,2,3,2,2,2,4,4,3,2,2,2,1,1,0,0,1,3,3,3
1526,bck5j4kvawkj1yxr,3,0,745.2142942,EPOWGCX9Z8MDBGH4N4,1,1,0,0,1,0,1,0,1,0,0,64,2,1,0,0,0,0,0,,3,50,2,2,,1,6,,1,2016,1,5,730,0,,20400,0,,1,1,0,0,0,0,1,0,0,0,0,0,55,,,,0,0,0,0,,,,,65,,,,0,0,0,0,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,2,0,2,0,0,0,0,,2,,,,2,,,,2,,,,,,,,,,,,,,,,2,,,,,,,,,,,,2,3,3,4,0,0,0,0,0,0,0,0,0,1,,3,2,3,2,3,3,3,3,1,72,70,1,70,70,2,2,,,,,,,,,3,2,,,,,,,,4,,1,1,2,2,,2,,2,,2,,2,,2,2,0,0,1,0,2,1,1,1,1,0,,,,,1,2,1,2,2,2,,,2,1,2,1,2,2,2,2,2,2,1,2,1,1,2,1,0,1,1,2,5,4,2,5,5,1,1,4,2,1,2,0,2,1,3,3,3
1519,ppzdj84y9estrcj6,3,0,1385.87449,EPOWGC7JG5TDCK24N3,1,2,0,1,0,0,1,0,0,1,1,36,2,1,0,0,0,0,0,,3,39,1,2,,1,2,,4,2015,2,2,500,0,,12000,0,,1,1,1,0,0,0,0,1,0,0,0,0,,250,,,0,0,0,0,,,,,,30,,,0,0,0,0,,,,,2,,,,,,,,2,,,,,,,,,,,,,,,,1,,,,,,,,2,2,,,2,2,,,2,,,,2,,,,,,,,,,,,1,2,,,2,,,,,,,,2,2,2,3,0,0,0,1,0,0,0,1,0,0,,3,1,3,2,3,2,3,3,1,60,63,2,,,6,1,4,0,0,0,0,1,0,0,3,1,2,0,0,0,1,1,0,4,,1,1,2,1,3,2,,2,,1,2,1,3,2,2,0,0,1,0,2,3,1,1,2,0,,,,,2,2,2,2,2,2,,,2,1,2,2,1,1,2,2,2,2,2,2,2,2,1,1,0,4,4,4,3,3,3,2,3,4,4,3,2,3,1,0,1,1,3,3,2
1525,5v2pxskfmsr06ks4,3,0,1070.376121,EPOWGCWKQXFDPY84N6,1,2,0,2,0,0,1,0,0,1,0,33,1,0,0,0,0,0,1,spanish,1,33,1,2,,1,7,,2,2018,1,1,1350,0,,58500,0,,3,1,1,0,0,0,1,0,0,0,0,0,75,,,,0,0,0,0,,,,,200,,,,0,0,0,0,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,1,,,,,,,,2,2,,,2,2,,,2,,,,2,,,,,,,,,,,,2,,,,2,,,,,,,,3,3,3,3,0,0,0,0,0,0,0,0,0,1,,3,3,3,3,3,3,3,3,2,,,1,60,60,4,2,,,,,,,,,4,2,,,,,,,,1,,2,,1,2,,2,,2,,2,,2,,2,2,0,0,0,1,5,5,5,5,5,0,,,,,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,1,3,1,3,3,3,1,2,3,3,2,3,3,1,1,0,0,1,4,4,4
1524,pa6cgca66jbz6qea,3,0,1253.150484,EPOWGCL3R53DC554N2,1,3,0,1,0,0,1,0,0,1,1,54,1,1,0,0,0,0,0,,1,44,3,1,,2,2,,3,2003,,4,1800,0,,140000,0,,3,1,0,0,0,0,1,0,0,0,0,0,150,,,,0,0,0,0,,,,,300,,,,0,0,0,0,,,,,1,55,1,1,2,,,,,,,,,,,,,,,,2,,,,1,,,,,,,,2,,,2,2,,,2,2,,,,,,,,,,,,2,,,,1,1,,,,,,,,1,1,,3,3,3,3,0,0,0,0,0,0,0,1,0,0,,3,2,3,3,3,3,2,3,1,69,69,1,79,74,4,2,,,,,,,,,3,2,,,,,,,,2,1,4,,2,2,,2,,2,,2,,2,,2,2,0,0,1,0,3,1,1,1,1,0,,,,,2,2,1,1,2,2,1,Arthritis,2,1,2,2,1,1,2,2,2,2,2,2,2,2,1,1,0,3,2,3,4,3,2,3,4,3,1,2,3,2,1,0,0,1,3,3,3
1533,0yrkbjsuusvbx5hk,3,0,557.6958694,EPOWGDGP3VG6DCP4N5,1,1,0,0,1,0,1,0,1,0,0,66,2,1,0,0,0,0,0,,3,38,4,2,,1,5,,2,2017,1,5,1000,0,,22000,0,,1,1,0,0,0,0,1,0,0,0,0,0,100,,,,0,0,0,0,,,,,100,,,,0,0,0,0,,,,,1,35,1,2,2,,,,,,,,,,,,,,,,2,,,,1,,,,,,,,2,,,2,2,,,2,2,,,,,,,,,,,,2,,,,1,1,,,,,,,,2,,,4,3,3,3,0,0,0,0,0,0,0,0,0,1,,3,3,3,3,3,3,3,3,1,63,60,1,70,70,6,2,,,,,,,,,2,1,2,0,0,0,0,0,1,2,1,3,,2,1,2,2,,2,,2,,2,,2,2,0,0,0,1,2,2,2,2,2,0,,,,,2,2,1,2,1,2,,,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,0,4,4,3,3,3,4,3,3,3,3,3,3,2,1,0,0,1,3,3,3
