"","rnid","HH1","HH23r1","HH23r2","HH23r3","HHCr1","HHCr2","HHCr3","HHAr1","HHAr2","HHAr3","HH4","HH5","HH6r1","HH6r2","HH6r3","HH6r4","HH6r5","HH6r6","HH6r6oe","HHR","Q2","hRegionUS","HH7","HH7r3oe","HHO","HH8","HH8r8oe","HH9","HH10","HH10_1","HH11","HH12r1","noanswerHH12_r8","HH12a","HH13r1","noanswerHH13_r8","HH13a","HHI","ESC1r1","ESC1r2","ESC1r3","ESC1r4","ESC1ar1","ESC1ar2","ESC1ar3","ESC1ar4","ESC1ar5","wbill","sbill","ESC2","EB2a","EB2b","EB4","EB5r1","EB6r1","EB7a","EB7b","EB7d","EB8a","EB8b","EB8d","HEC1r1a","HEC1r1b","HEC1r1c","HEC1r1d","HEC2r1","HEC2r2","HEC2r3","HEC2r4","HEC2r5","HEC2r6","HEC2r7","HEC2r8","HEC2r9","HEC2r10","HEC3r3a","HEC3r3b","HEC3r3c","HEC3r3d","HEC3r3e","HEC3r3f","HEC3r3g","HEC3r3h","HEC4a","HEC4b","HEC5","HEC5a","HEC6","HEC6a","CEP1","CEP2","CEP3","CEP4","CEP5","CEP6","CEP7","CEP8r1","CEP8r2","CEP8r3","CEP8r4"
"42","EPOVL6SMYTDVYZ54N2",2,0,0,0,0,1,0,0,0,1,61,2,1,0,0,0,0,0,"",3,33,1,1,"",2,2,"",3,1989,NA,2,285,0,NA,119650,0,NA,3,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1,NA,NA,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"43","EPOVL6X5BV42NHT4N9",1,0,0,1,0,1,0,1,0,0,65,2,1,0,0,0,0,0,"",3,50,2,1,"",2,2,"",3,1978,NA,2,400,0,NA,79000,0,NA,3,1,0,0,0,1,0,0,0,0,0,1,0,0,NA,1,1,1,0,NA,NA,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"44","EPOVL6TB3XPV7MJ4N9",4,0,1,1,0,1,0,1,1,1,59,2,1,0,0,0,0,0,"",3,39,1,1,"",2,1,"",4,2001,NA,4,850,0,NA,120,0,NA,1,1,0,1,0,1,0,1,0,0,1,1,0,0,NA,1,1,1,0,NA,NA,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"45","EPOVL5Z3HBFW7FQ4N6",2,0,2,0,0,1,0,0,1,0,57,1,1,0,0,0,0,0,"",1,50,2,1,"",2,2,"",3,2004,NA,2,2200,0,NA,170000,0,NA,3,1,1,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,0,0,NA,0,0,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"46","EPOVL6RFKYGZQSM4N7",2,0,0,0,0,1,0,0,0,1,54,2,0,0,0,1,0,0,"",3,22,1,1,"",2,2,"",5,2002,NA,4,2000,0,NA,25000,0,NA,2,1,1,0,0,1,1,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"47","EPOVL6TCSJXVWKT4N3",2,0,0,2,0,1,0,1,0,0,66,2,1,0,0,0,0,0,"",3,48,4,1,"",2,1,"",3,2004,NA,5,NA,1,7,NA,1,2,2,1,0,0,0,1,0,0,0,0,1,1,0,0,NA,1,1,1,0,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"48","EPOVL5Z65SZ3M524N1",2,0,0,0,0,1,0,0,0,1,56,2,1,0,0,0,0,0,"",3,10,3,1,"",2,2,"",3,2018,1,4,NA,1,6,135000,0,NA,3,1,0,0,0,1,0,0,0,0,0,1,1,0,NA,1,1,1,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"49","EPOVL6T9H4WW2T54N4",2,0,0,2,0,1,0,1,0,0,76,2,1,0,0,0,0,0,"",3,39,1,1,"",2,2,"",3,1975,NA,1,600,0,NA,30000,0,NA,2,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,NA,1,0,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"50","EPOVL6RMKSMNY6Z4N4",3,1,0,2,1,0,1,1,0,0,48,2,1,0,0,0,0,0,"",3,1,3,1,"",2,3,"",3,2006,NA,4,1300,0,NA,110000,0,NA,3,1,1,0,0,1,1,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"51","EPOVL6Q7BHB6X9J4N9",2,0,0,2,0,1,0,1,0,0,67,2,1,0,0,0,0,0,"",3,33,1,2,"",1,5,"",2,2015,1,5,1700,0,NA,46000,0,NA,2,1,1,0,0,1,1,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"52","EPOVL64XSWZJ5PX4N5",2,0,0,0,0,1,0,0,0,1,64,2,1,0,0,0,0,0,"",3,3,4,1,"",2,1,"",2,1920,NA,1,NA,1,3,NA,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0,NA,0,1,1,1,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
"53","EPOVL6SJ4JMPB494N0",2,0,0,0,0,1,0,0,0,1,59,2,1,0,0,0,0,0,"",3,24,2,1,"",2,2,"",3,1981,NA,2,450,0,NA,65000,0,NA,3,1,1,0,0,1,1,0,0,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"54","EPOVL6TYV7SW9L64N6",2,0,2,0,0,1,0,0,1,0,46,2,1,0,0,0,0,0,"",3,6,4,1,"",2,3,"",2,2013,NA,4,1200,0,NA,105000,0,NA,3,1,1,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"55","EPOVL66NWY37HNS4N3",1,0,0,1,0,1,0,1,0,0,65,2,1,0,0,0,0,0,"",3,5,4,3,"LIVE BY MYSELF",1,5,"",2,2017,2,4,0,0,NA,27000,0,NA,2,1,1,0,0,0,1,0,0,0,1,1,0,NA,0,1,1,1,0,0,NA,1,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"56","EPOVL6TX8NBTCSD4N5",2,0,0,2,0,1,0,1,0,0,65,2,0,0,0,1,0,0,"",3,21,3,1,"",2,2,"",4,2000,NA,4,NA,1,6,250000,0,NA,3,1,1,0,0,1,1,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
"57","EPOVL6YSZCX9CLP4N2",1,0,0,0,0,1,0,0,0,1,55,2,0,1,0,0,0,0,"",2,1,3,1,"",2,2,"",3,2006,NA,4,1500,0,NA,116000,0,NA,3,1,0,0,0,1,0,0,0,0,0,0,0,0,NA,1,1,1,0,NA,NA,1,NA,NA,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"58","EPOVL6VXTKH8GGJ4N0",3,0,0,3,0,1,0,1,0,0,70,2,1,0,0,0,0,0,"",3,31,1,1,"",2,2,"",3,2004,NA,2,2200,0,NA,NA,1,3,3,1,1,0,0,1,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"59","EPOVL6R228KGDY84N0",2,0,0,2,0,1,0,1,0,0,81,2,1,0,0,0,0,0,"",3,38,4,1,"",2,2,"",4,2008,NA,3,1200,0,NA,55000,0,NA,3,1,1,0,0,1,1,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"60","EPOVL6TFWQLKZXM4N3",2,0,0,1,0,1,0,1,0,1,62,2,1,0,0,0,0,0,"",3,24,2,1,"",2,3,"",2,2018,2,3,800,0,NA,NA,1,3,3,1,1,0,0,1,1,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1
"61","EPOVL6THDLT5CBG4N1",2,0,0,2,0,1,0,1,0,0,72,2,1,0,0,0,0,0,"",3,22,1,1,"",2,2,"",3,1973,NA,2,600,0,NA,190000,0,NA,3,1,1,0,0,1,1,0,0,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0
"62","EPOVL6TKGS7J7B34N0",2,0,0,2,0,1,0,1,0,0,72,2,1,0,0,0,0,0,"",3,39,1,1,"",2,3,"",3,1975,NA,1,300,0,NA,45000,0,NA,2,0,0,1,0,0,0,1,0,0,1,1,1,0,NA,1,NA,NA,NA,NA,0,NA,NA,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"63","EPOVL6VWF755ZNG4N0",2,0,0,2,0,1,0,1,0,0,67,2,1,0,0,0,0,0,"",3,39,1,1,"",2,2,"",3,1986,NA,3,8000,0,NA,150000,0,NA,3,1,0,1,0,1,0,1,0,0,1,1,1,0,NA,1,1,1,0,NA,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"64","EPOVL6SSF976R2R4N1",5,0,3,2,0,1,0,1,1,0,65,2,1,0,0,0,0,0,"",3,22,1,1,"",2,2,"",6,1993,NA,1,800,0,NA,NA,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"65","EPOVL7B8GM9VBFC4N4",1,0,0,1,0,1,0,1,0,0,66,2,0,1,0,0,0,0,"",2,15,2,2,"",1,5,"",2,2002,NA,5,840,0,NA,NA,1,2,2,1,1,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"66","EPOVL755V6SN5L74N1",2,0,2,0,0,1,0,0,1,0,40,2,1,0,0,0,0,0,"",3,9,3,1,"",2,2,"",3,2016,2,4,1500,0,NA,114000,0,NA,3,1,1,0,0,1,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"67","EPOVL6SDB3HQWWW4N2",2,0,0,2,0,1,0,1,0,0,66,2,1,0,0,0,0,0,"",3,29,4,1,"",2,2,"",2,2008,NA,4,260,0,NA,8400,0,NA,1,1,1,0,0,1,1,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"68","EPOVL7PRWYGSQSQ4N8",4,2,2,0,1,0,1,0,1,0,33,1,1,0,0,0,0,0,"",1,6,4,1,"",2,2,"",4,2006,NA,4,5500,0,NA,112000,0,NA,3,1,1,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0
"69","EPOVL6Y5KTLNFD24N3",2,1,0,0,1,0,1,0,0,1,38,2,0,1,0,0,0,0,"",2,31,1,1,"",2,3,"",2,2015,1,4,NA,1,5,74000,0,NA,3,1,1,0,0,1,1,0,0,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"70","EPOVL8KLGNRSKKK4N7",2,0,0,2,0,1,0,1,0,0,66,2,0,1,0,0,0,0,"",2,33,1,1,"",2,3,"",2,2008,NA,3,400,0,NA,7500,0,NA,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,NA,NA,NA,0,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"71","EPOVL7B893F4F9W4N3",2,0,0,0,0,1,0,0,0,1,64,2,0,1,0,0,0,0,"",2,44,3,1,"",2,2,"",3,1990,NA,3,2486,0,NA,126525,0,NA,3,1,1,0,0,1,1,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
"72","EPOVL8B7VDRFVNS4N9",3,0,0,0,0,1,0,0,0,1,40,1,0,0,0,0,0,1,"latina",1,44,3,3,"live with parents",1,4,"",2,2017,1,2,0,0,NA,NA,1,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,NA,1,1,1,0,NA,0,1,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"73","EPOVL6SRVMS8B3L4N8",2,0,0,2,0,1,0,1,0,0,66,2,1,0,0,0,0,0,"",3,36,2,1,"",2,2,"",3,1976,NA,2,NA,1,1,34000,0,NA,2,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
"74","EPOVL8M6MDKNPRD4N0",3,0,0,2,0,1,0,1,0,1,70,1,1,0,0,0,0,0,"",1,7,1,1,"",2,2,"",3,1980,NA,2,550,0,NA,89000,0,NA,3,0,0,1,0,0,0,1,0,0,0,0,0,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0
"75","EPOVL8Q8B8DNP2B4N2",2,0,1,1,0,1,0,1,1,0,33,1,0,1,0,0,0,0,"",1,31,1,1,"",2,3,"",3,1988,NA,3,550,0,NA,2500,0,NA,1,0,1,0,0,0,1,0,0,0,1,1,1,NA,1,0,NA,NA,NA,0,1,NA,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0
"76","EPOVL8TN3S9LQ6X4N3",3,0,2,1,0,1,0,1,1,0,73,2,0,1,0,0,0,0,"",2,44,3,2,"",1,5,"",2,2014,1,5,NA,1,3,1050,0,NA,1,1,0,0,0,1,0,0,0,0,1,1,0,0,NA,1,1,1,0,NA,NA,1,NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0
"77","EPOVL9F49CM3NL54N6",2,0,0,2,0,1,0,1,0,0,56,2,0,1,0,0,0,0,"",2,39,1,1,"",2,2,"",4,2000,NA,2,NA,1,3,135000,0,NA,3,1,0,0,0,1,0,0,0,0,0,0,1,0,NA,1,1,1,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"78","EPOVL9HG6J5DYNK4N1",2,0,2,0,0,1,0,0,1,0,56,2,0,1,0,0,0,0,"",2,47,3,1,"",2,2,"",3,1996,NA,3,500,0,NA,195000,0,NA,3,1,0,0,0,1,0,0,0,0,0,1,1,0,NA,1,1,1,0,NA,0,0,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"79","EPOVL9FP9RWJF2B4N2",1,0,1,0,0,1,0,0,1,0,60,2,0,1,0,0,0,0,"",2,5,4,2,"",1,5,"",1,1989,NA,5,995,0,NA,30000,0,NA,2,1,1,0,0,1,1,0,0,0,1,1,0,1,1,1,1,1,0,0,NA,1,0,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1
"80","EPOVL9GNS3H96MD4N5",1,0,0,1,0,1,0,1,0,0,66,2,0,1,0,0,0,0,"",2,26,2,1,"",2,2,"",2,1988,NA,1,500,0,NA,69000,0,NA,3,1,1,0,0,1,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"81","EPOVL9NTWKHZ9GR4N8",1,0,0,1,0,1,0,1,0,0,71,1,1,0,0,0,0,0,"",1,33,1,2,"",1,6,"",1,1998,NA,2,1300,0,NA,470000,0,NA,3,1,1,0,0,1,0,0,0,0,1,1,0,0,NA,1,1,1,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"82","EPOVLB5R7YJFQPH4N8",2,0,0,2,0,1,0,1,0,0,44,1,1,0,1,0,0,0,"",1,14,2,1,"",2,5,"",2,1980,NA,3,NA,1,7,NA,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,NA,1,1,1,0,NA,NA,1,NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"83","EPOVL9PMFJK8GXV4N6",2,0,0,2,0,1,0,1,0,0,71,2,0,1,0,0,0,0,"",2,6,4,1,"",2,2,"",4,2004,NA,2,NA,1,7,NA,1,1,1,1,1,0,0,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"84","EPOVLBKWYQKTWVC4N1",3,1,2,0,1,0,1,0,1,0,33,2,0,1,0,0,0,0,"",2,19,3,1,"",2,2,"",0,2017,1,4,1500,0,NA,100000,0,NA,3,1,0,0,0,1,0,0,0,0,0,0,1,0,NA,1,1,1,0,NA,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
"85","EPOVLBZL79HF88Y4N2",5,3,2,0,1,0,1,0,1,0,35,2,0,1,0,0,0,0,"",2,31,1,2,"",1,2,"",3,2006,NA,3,1400,0,NA,1500,0,NA,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
"86","EPOVLBZSBYRY92C4N5",1,0,1,0,0,1,0,0,1,0,35,1,1,0,0,0,0,0,"",1,33,1,2,"",1,7,"",0,1983,NA,2,NA,1,1,NA,1,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,NA,1,1,1,0,NA,NA,0,NA,NA,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1
"87","EPOVLBTYGT3D2Y24N8",2,0,0,0,0,1,0,0,0,1,56,2,0,1,0,0,0,0,"",2,34,3,1,"",2,2,"",2,2016,2,2,900,0,NA,29000,0,NA,2,1,1,0,0,1,1,0,0,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
"88","EPOVLBZK9W2QF3S4N9",2,0,2,0,0,1,0,0,1,0,32,1,1,0,0,0,0,0,"",1,5,4,1,"",2,8,"An RV",2,2016,2,4,800,0,NA,NA,1,2,2,1,1,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,0,0,NA,1,0,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0
"89","EPOVLC5LZNVFLZS4N2",3,0,1,0,0,1,0,0,1,1,55,2,0,1,0,0,0,0,"",2,31,1,2,"",1,4,"",3,1981,NA,5,NA,1,2,24000,0,NA,2,1,1,0,0,1,1,0,0,0,1,1,0,1,1,0,1,1,1,1,NA,0,0,NA,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
"90","EPOVLCJCH4C2HS64N3",1,0,0,1,0,1,0,1,0,0,54,2,0,1,0,0,0,0,"",2,14,2,2,"",1,2,"",3,2010,NA,2,765,0,NA,765,0,NA,1,1,1,0,0,1,1,0,0,0,1,1,0,1,1,0,1,1,0,0,NA,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0
"91","EPOVLCNBBTPSDWH4N8",3,1,0,0,1,0,1,0,0,1,41,2,0,1,0,0,0,0,"",2,14,2,1,"",2,2,"",2,2013,NA,2,1000,0,NA,75000,0,NA,3,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,1,1,1,1,0,1,0,1,1,0
"92","EPOVLCHDWJXQYF64N4",2,0,0,0,0,1,0,0,0,1,52,2,0,1,0,0,0,0,"",2,5,4,2,"",1,2,"",3,2017,1,2,NA,1,6,45000,0,NA,2,1,1,0,0,1,1,0,0,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"93","EPOVLCFH5FHSJP44N2",2,0,1,0,0,1,0,0,1,1,35,1,0,0,0,0,0,1,"Latino",1,33,1,2,"",1,6,"",2,1987,NA,5,700,0,NA,70000,0,NA,3,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,NA,NA,NA,0,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"94","EPOVLCTBXRST2NY4N0",3,1,2,0,1,0,1,0,1,0,33,1,1,0,0,0,0,0,"",1,5,4,2,"",1,3,"",3,2015,1,3,1095,0,NA,44000,0,NA,2,1,1,0,0,0,1,0,0,0,1,1,1,NA,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0
"95","EPOVLCVVQSZGTT64N0",4,1,3,0,1,0,1,0,1,0,30,1,0,0,0,1,0,0,"",1,24,2,1,"",2,2,"",3,2014,2,3,15000,0,NA,15000,0,NA,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0
"96","EPOVLCGK6P8MBJH4N2",3,0,1,2,0,1,0,1,1,0,58,1,0,0,0,0,0,1,"Puerto Rican",1,33,1,2,"",1,7,"",2,2009,NA,5,NA,1,6,NA,1,2,2,1,1,1,0,0,0,0,0,0,1,1,0,NA,NA,NA,1,1,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"97","EPOVLCX3DT53WNM4N8",1,0,0,1,0,1,0,1,0,0,64,1,1,0,0,0,0,0,"",1,44,3,1,"",2,2,"",3,1970,NA,2,NA,1,2,100000,0,NA,3,1,1,0,0,1,1,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"98","EPOVLDLY8BJVGSS4N7",2,0,0,0,0,1,0,0,0,1,51,1,1,0,0,0,0,0,"",1,10,3,2,"",1,2,"",2,2003,NA,3,750,0,NA,55000,0,NA,3,1,0,0,0,1,0,0,0,0,1,1,1,0,NA,1,1,1,0,NA,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"99","EPOVLDTGGWST3MB4N2",1,0,1,0,0,1,0,0,1,0,44,1,1,0,0,0,0,0,"",1,33,1,1,"",2,1,"",0,2016,1,2,10000,0,NA,10000,0,NA,1,0,0,1,0,0,0,1,0,0,1,1,1,NA,NA,0,NA,NA,NA,NA,1,NA,NA,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0
