"","ESC1r1","ESC1r2","ESC1r3","ESC1r4","ESC1ar1","ESC1ar2","ESC1ar3","ESC1ar4","ESC2","EB2a","EB2b","EB4","EB5r1","EB6r1","EB7a","EB7b","EB7d","EB8a","EB8b","EB8d","HEC1r1a","HEC1r1b","HEC1r1c","HEC1r1d","HEC2r1","HEC2r2","HEC2r3","HEC2r4","HEC2r5","HEC2r6","HEC2r7","HEC2r8","HEC2r9","HEC2r10","HEC3r3a","HEC3r3b","HEC3r3c","HEC3r3d","HEC3r3e","HEC3r3f","HEC3r3g","HEC3r3h","HEC4a","HEC4b","HEC5","HEC5a","HEC6","HEC6a","CEP1","CEP2","CEP3","CEP4","CEP5","CEP6","CEP7","CEP8r1","CEP8r2","CEP8r3","CEP8r4"
"1321",1,1,0,0,1,1,0,0,2,2,2,1,2,2,2,2,NA,2,2,NA,3,3,3,3,0,0,0,0,0,0,0,0,0,1,4,3,3,3,3,3,3,3,1,1,3,2,5,2,1,2,2,2,2,2,2,0,0,0,1
"1322",1,0,0,0,1,0,0,0,2,2,NA,1,2,2,2,NA,NA,2,NA,NA,3,3,3,3,0,0,0,0,0,0,0,0,0,1,4,4,4,4,3,3,3,3,1,1,2,2,5,2,2,2,2,2,2,2,2,0,0,1,0
"1323",1,0,0,0,1,0,0,0,2,2,NA,1,2,2,2,NA,NA,2,NA,NA,2,3,2,3,0,1,0,0,0,0,0,1,0,0,3,3,2,1,2,2,2,3,1,1,2,2,2,1,2,2,2,2,2,2,2,0,0,1,1
"1324",1,1,0,0,1,0,0,0,2,2,NA,1,2,2,2,2,NA,2,2,NA,3,2,3,3,0,0,0,0,0,0,0,0,0,1,3,2,3,3,2,4,3,3,2,2,1,2,2,1,2,2,2,2,2,2,2,0,0,0,1
"1325",1,1,0,0,1,1,0,0,2,2,2,2,2,2,2,2,NA,2,2,NA,3,1,3,1,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,1,1,4,2,4,2,2,2,2,2,2,2,2,0,0,0,1
"1326",1,1,0,0,1,1,0,0,2,2,2,1,2,2,2,2,NA,2,2,NA,3,3,3,3,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,2,2,4,2,4,2,2,2,2,2,2,2,2,0,0,0,1
"1327",1,1,0,0,1,1,0,0,2,2,2,1,3,2,2,2,NA,1,1,NA,1,1,1,3,0,0,0,0,0,0,0,0,1,0,2,1,3,1,2,1,1,2,1,1,7,1,2,1,2,2,2,2,1,2,1,0,0,1,1
"1328",0,1,0,0,1,1,0,0,2,2,2,1,NA,NA,NA,2,NA,NA,2,NA,2,3,3,3,1,0,0,0,0,0,0,0,0,0,3,2,3,2,3,2,2,3,1,1,3,2,2,1,2,2,2,1,2,2,2,0,0,1,0
"1329",1,0,0,0,1,0,0,0,1,1,NA,1,2,2,2,NA,2,2,NA,2,3,3,3,3,0,0,0,0,0,0,1,1,0,0,3,3,3,3,3,3,3,2,1,1,3,2,2,2,1,2,2,2,2,2,2,0,0,0,1
"1330",1,0,0,0,1,0,0,0,1,2,NA,1,2,2,2,NA,2,1,NA,2,2,3,2,3,0,0,0,0,0,0,0,0,1,0,3,3,3,3,3,2,2,3,1,1,2,2,6,1,2,1,1,1,1,2,2,0,0,1,0
"1331",0,0,1,0,1,0,1,0,2,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,3,0,0,0,0,0,0,0,0,1,0,3,3,3,3,3,3,3,3,1,1,5,2,5,2,2,2,2,2,2,2,2,0,0,0,1
"1332",1,0,0,0,1,0,0,0,2,2,NA,1,2,2,2,NA,NA,1,NA,NA,2,2,2,3,0,0,0,0,0,0,0,0,0,1,3,1,2,1,1,3,3,3,1,1,7,2,1,2,1,2,2,2,2,2,2,0,0,1,0
"1333",1,0,0,0,1,0,0,0,2,2,NA,1,2,2,2,NA,NA,1,NA,NA,3,3,4,2,0,0,0,0,0,0,0,0,0,1,3,3,3,2,3,3,3,3,2,2,4,2,3,2,2,2,2,2,2,2,2,0,0,0,1
"1334",1,1,0,0,0,0,0,0,2,NA,NA,NA,2,2,2,2,NA,2,2,NA,3,3,3,3,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,1,1,4,2,4,2,1,2,2,2,2,1,2,0,0,0,1
"1335",1,0,0,0,1,0,0,0,2,2,NA,2,2,2,2,NA,NA,2,NA,NA,3,2,3,3,0,0,0,0,0,0,0,0,1,0,3,2,2,2,3,3,2,2,1,1,3,2,3,2,1,2,1,2,2,2,2,1,0,1,0
"1336",1,1,0,0,0,1,0,0,2,NA,2,1,2,2,2,2,NA,2,2,NA,3,3,3,3,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,2,2,3,2,1,1,2,2,2,2,2,2,2,0,0,0,1
"1337",1,0,0,0,1,0,0,0,2,2,NA,1,2,2,2,NA,NA,1,NA,NA,3,3,3,3,0,0,0,0,0,0,0,0,0,1,3,2,3,1,3,3,3,3,1,1,4,2,2,1,2,2,2,2,2,2,2,0,0,1,0
"1338",1,0,0,0,1,0,0,0,1,1,NA,1,3,2,2,NA,2,2,NA,2,4,4,4,4,0,0,0,0,0,0,0,0,0,1,4,4,4,4,4,4,4,4,1,1,4,2,3,1,1,2,2,2,2,2,2,1,0,0,0
"1339",0,0,0,0,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,3,3,3,3,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,1,1,2,2,2,2,2,2,2,2,2,2,2,0,0,1,0
"1340",1,1,0,0,1,1,0,0,1,2,2,1,2,2,2,2,2,1,2,2,4,4,4,4,0,0,0,0,0,0,0,0,0,1,4,4,4,4,4,4,4,4,1,1,4,2,4,2,2,2,2,2,2,2,2,1,0,0,0
"1341",1,1,0,0,1,0,0,0,2,2,NA,1,2,2,2,2,NA,1,2,NA,2,2,3,2,0,0,1,0,0,1,1,0,0,0,2,2,1,3,2,2,2,2,1,1,5,2,1,1,2,2,2,2,2,2,2,0,0,1,1
"1342",1,1,0,0,1,1,0,0,2,2,2,2,3,2,2,2,NA,1,2,NA,1,1,1,1,0,0,0,0,0,0,0,0,0,1,4,4,4,4,4,4,4,4,1,1,3,2,4,2,2,2,2,2,2,2,2,0,0,1,0
"1343",0,1,0,0,1,0,0,0,2,2,NA,1,NA,NA,NA,2,NA,NA,2,NA,1,2,3,3,0,0,0,0,0,0,0,0,1,0,4,3,3,1,3,3,3,3,1,1,5,2,2,1,2,2,2,2,2,2,2,1,0,0,0
"1344",1,0,0,0,1,0,0,0,2,2,NA,2,2,2,2,NA,NA,2,NA,NA,1,3,2,2,0,0,0,0,0,0,0,0,0,1,3,1,3,1,2,2,3,3,1,1,6,1,1,1,2,2,2,2,2,2,2,0,0,1,0
"1345",1,1,0,0,1,1,0,0,2,2,2,2,1,2,2,2,NA,1,2,NA,2,2,3,3,0,0,0,0,0,0,0,0,0,1,3,1,3,3,3,3,1,3,1,1,4,2,3,2,1,2,2,2,2,2,2,0,0,1,0
"1346",1,1,0,0,0,0,0,0,2,NA,NA,1,4,2,2,2,NA,1,2,NA,4,4,4,4,0,0,0,0,0,0,0,0,0,1,4,2,3,4,4,4,1,4,1,2,4,2,2,1,2,2,2,2,2,2,2,0,0,1,0
"1347",1,0,1,0,1,0,1,0,1,2,NA,1,3,2,2,NA,2,2,NA,2,2,2,2,3,1,0,0,0,0,1,0,1,0,0,3,2,3,1,3,3,2,2,1,2,6,2,1,1,1,1,2,2,2,2,2,0,0,1,0
"1348",1,0,0,0,1,0,0,0,2,2,NA,1,2,2,2,NA,NA,2,NA,NA,4,4,1,3,0,0,0,0,0,0,0,0,0,1,4,1,4,4,2,3,2,4,1,1,7,1,1,1,1,2,2,2,2,2,2,0,0,1,0
"1349",1,0,0,0,1,0,0,0,2,1,NA,2,2,2,2,NA,NA,2,NA,NA,1,1,2,3,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,7,1,4,2,1,2,2,2,2,2,2,0,0,1,1
"1350",1,1,0,0,1,0,0,0,2,2,NA,2,3,2,2,2,NA,2,2,NA,3,3,3,3,0,0,0,0,0,0,0,0,0,1,4,4,4,4,4,4,4,4,2,2,4,2,4,2,2,2,2,2,2,2,2,1,0,0,0
"1351",1,0,0,0,1,0,0,0,2,2,NA,2,2,2,2,NA,NA,2,NA,NA,3,3,3,4,0,0,0,0,0,0,0,0,0,1,3,2,4,3,2,3,3,4,1,1,5,1,4,1,2,2,2,2,2,2,2,0,0,1,0
"1352",1,1,0,0,1,1,0,0,1,2,2,1,4,2,2,2,2,2,2,2,3,3,3,2,0,0,0,0,0,0,0,0,0,1,3,3,3,2,3,3,3,3,1,1,4,2,2,2,2,2,2,2,2,2,2,0,0,1,0
"1353",1,1,0,0,1,1,0,0,1,2,2,1,4,2,2,2,2,1,2,2,3,2,3,3,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,1,1,5,2,4,2,1,2,2,2,2,2,2,0,0,0,1
"1354",0,1,0,0,0,0,0,1,2,NA,NA,1,NA,NA,NA,2,NA,NA,2,NA,3,2,3,3,0,0,0,0,0,0,1,1,0,0,4,3,3,3,3,3,4,3,2,2,3,2,6,2,2,2,2,2,2,2,2,0,0,0,1
"1355",1,0,0,0,1,0,0,0,1,2,NA,1,4,4,2,NA,2,2,NA,2,4,4,4,4,0,0,0,0,0,0,0,0,0,1,4,4,4,4,4,4,4,4,1,1,5,2,2,2,2,2,2,2,2,2,2,0,0,1,0
"1356",1,1,0,0,1,1,0,0,2,2,2,1,2,2,2,2,NA,2,2,NA,2,3,2,1,0,0,0,0,0,0,0,0,0,1,2,3,3,2,2,2,2,2,1,1,3,2,3,1,1,2,2,2,2,2,2,0,0,1,1
"1357",1,1,0,0,1,1,0,0,2,2,2,1,2,2,2,2,NA,2,2,NA,3,3,3,3,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,1,2,5,2,1,2,2,2,2,2,2,2,2,1,0,0,0
"1358",1,0,0,0,1,0,0,0,2,2,NA,1,2,2,2,NA,NA,2,NA,NA,3,2,3,3,0,0,0,0,0,0,0,0,0,1,3,3,3,1,1,1,1,2,1,1,6,1,1,2,2,2,2,2,2,2,2,1,0,0,0
"1359",1,0,0,0,1,0,0,0,2,2,NA,1,2,2,2,NA,NA,1,NA,NA,1,4,3,3,0,0,0,0,0,1,0,1,0,0,3,2,2,2,3,3,4,2,1,1,4,2,6,2,1,2,2,1,2,2,2,0,0,1,0
"1360",1,1,0,0,0,0,0,0,2,NA,NA,1,2,2,2,2,NA,1,2,NA,3,3,3,4,0,0,0,0,0,0,0,0,0,1,3,3,4,3,3,3,3,3,1,2,6,2,2,2,2,2,2,2,2,2,2,1,0,0,0
"1361",1,0,0,0,1,0,0,0,1,1,NA,1,4,3,2,NA,2,2,NA,2,3,3,3,3,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,2,2,4,2,4,2,2,2,2,2,2,2,2,1,0,0,0
"1362",1,1,0,0,1,1,0,0,2,2,2,1,2,2,2,2,NA,2,2,NA,3,3,3,3,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,1,1,4,2,4,2,2,2,2,2,2,2,2,0,0,0,1
"1363",0,1,0,0,1,1,0,0,1,2,2,1,NA,NA,NA,2,2,NA,2,2,2,4,3,2,1,1,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,5,1,4,2,2,2,2,2,2,2,2,0,0,0,1
"1364",1,1,0,0,0,0,0,0,2,NA,NA,1,2,2,2,2,NA,2,2,NA,3,3,3,3,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,1,1,4,2,4,2,2,2,2,2,2,2,2,0,0,0,1
"1365",1,1,0,0,1,1,0,0,1,2,2,1,2,2,2,2,2,2,2,2,4,4,4,3,0,0,0,0,0,0,0,0,0,1,3,3,4,4,4,3,3,3,1,1,5,2,3,2,2,2,2,2,2,2,2,0,0,1,0
"1366",1,0,0,0,1,0,0,0,1,2,NA,1,2,2,2,NA,2,2,NA,2,4,4,4,4,0,0,0,0,0,0,0,0,0,1,4,4,4,4,4,4,4,4,1,1,4,2,4,2,1,2,2,2,2,2,2,1,0,0,0
"1367",1,1,0,0,1,1,0,0,1,2,2,1,2,2,2,2,2,2,2,2,3,4,3,3,0,0,0,0,0,0,0,0,0,1,3,2,3,2,3,3,3,3,1,1,5,2,6,2,2,2,2,2,2,2,2,1,0,0,0
"1368",1,0,1,0,0,1,0,1,1,NA,2,1,1,1,2,NA,2,2,NA,2,4,4,4,4,1,0,1,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,1,1,1,2,2,1,1,2,2,2,2,2,2,0,1,0,0
"1369",1,0,0,0,1,0,0,0,2,2,NA,1,3,2,2,NA,NA,2,NA,NA,3,3,3,3,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,1,1,4,2,4,2,2,2,2,2,2,2,2,1,0,0,0
"1370",1,0,0,0,1,0,0,0,2,2,NA,1,2,2,2,NA,NA,1,NA,NA,3,2,3,2,0,0,0,0,0,1,0,0,0,0,2,2,2,2,3,3,3,2,1,1,5,2,6,2,2,2,2,2,2,2,2,0,0,1,0
"1371",1,1,0,0,1,1,0,0,1,2,2,1,2,2,2,2,2,2,2,2,3,4,3,4,0,0,0,0,0,0,0,0,0,1,3,3,4,3,2,3,3,3,1,1,4,2,4,2,2,2,2,2,2,2,2,0,0,0,1
"1372",1,0,0,0,1,0,0,0,1,2,NA,1,2,2,2,NA,2,2,NA,2,3,3,3,3,1,0,0,0,0,0,0,1,0,0,3,3,3,3,3,3,3,3,1,1,6,2,3,2,2,2,2,2,2,2,2,0,0,0,1
"1373",1,1,0,0,1,1,0,0,2,2,2,1,2,2,2,2,NA,1,2,NA,2,3,3,3,0,0,0,0,0,0,0,0,0,1,3,3,3,4,3,3,3,3,1,1,5,1,3,2,1,2,1,2,2,2,2,1,0,0,0
"1374",1,0,0,0,0,0,0,0,1,NA,NA,1,4,4,2,NA,2,2,NA,2,4,4,4,4,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,1,1,4,2,4,2,1,1,2,2,2,2,2,1,0,0,0
"1375",1,1,0,0,1,1,0,0,1,2,2,1,2,2,2,2,2,2,2,2,4,4,4,3,0,0,0,0,0,0,0,0,0,1,3,3,3,4,3,3,4,4,1,1,5,1,4,2,1,1,2,2,1,2,2,1,0,0,0
"1376",1,0,0,0,0,0,0,0,2,NA,NA,1,4,4,2,NA,NA,2,NA,NA,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,4,2,4,2,2,2,2,2,2,2,2,0,0,1,0
"1377",1,0,0,0,1,0,0,0,1,1,NA,2,1,1,1,NA,1,1,NA,1,4,4,4,4,1,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,1,1,4,1,4,1,1,1,1,1,1,1,1,1,0,0,0
"1378",1,1,0,0,1,1,0,0,1,2,2,1,2,2,2,1,2,2,2,2,3,3,3,3,0,0,0,0,0,0,0,0,0,1,4,4,4,4,4,4,4,4,1,1,2,2,5,2,2,2,2,2,2,2,2,1,0,0,0
"1379",1,0,0,0,1,0,0,0,2,1,NA,2,2,1,1,NA,NA,1,NA,NA,3,3,3,3,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,2,1,1,3,2,5,2,1,2,2,2,2,2,2,0,0,0,1
"1380",0,1,0,0,1,1,0,0,1,2,1,1,NA,NA,NA,2,2,NA,2,1,1,1,3,3,1,1,1,1,1,1,1,1,0,0,2,1,2,2,1,1,1,1,1,1,6,1,6,1,2,2,2,2,2,2,2,0,0,1,0
"1381",1,0,0,0,1,0,0,0,1,2,NA,1,2,2,2,NA,2,1,NA,2,3,3,3,3,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,1,1,6,2,1,2,2,2,2,2,2,2,2,1,0,0,0
"1382",1,1,0,0,1,0,0,0,1,2,NA,1,2,2,2,2,2,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,1,1,2,2,4,2,2,2,2,2,2,2,2,0,0,0,1
"1383",1,0,0,0,1,0,0,0,1,2,NA,1,2,2,2,NA,2,2,NA,2,3,3,3,3,0,0,0,0,0,0,0,0,0,1,3,3,3,3,4,3,3,3,1,1,4,2,4,1,1,2,2,2,2,2,2,0,0,0,1
"1384",1,0,0,0,1,0,0,0,2,2,NA,1,2,2,2,NA,NA,1,NA,NA,4,4,3,3,0,0,0,0,0,0,0,0,1,0,4,2,4,4,2,3,3,3,1,1,4,2,3,2,2,1,1,2,2,2,2,0,0,1,0
"1385",1,1,0,0,1,1,0,0,1,2,2,1,2,2,2,2,2,1,2,2,3,2,3,3,0,0,0,0,0,1,0,1,0,0,3,3,4,4,3,3,3,3,2,1,6,2,1,1,2,2,2,1,2,2,2,0,0,1,0
"1386",1,1,0,0,1,1,0,0,1,2,2,1,2,2,2,2,2,2,2,2,3,3,3,3,0,0,0,0,0,0,0,0,0,1,3,3,3,3,1,4,4,3,1,1,5,2,6,2,2,2,2,2,2,2,2,0,0,1,0
"1387",1,1,0,0,1,1,0,0,2,1,1,1,2,2,2,2,NA,1,2,NA,2,2,1,3,0,0,0,0,0,0,0,0,0,1,2,2,3,3,2,2,3,4,1,1,3,1,2,2,1,2,2,2,1,2,2,1,0,0,0
"1388",1,0,0,0,1,0,0,0,1,2,NA,1,2,2,2,NA,2,2,NA,2,3,3,3,3,0,0,0,0,0,0,0,0,0,1,3,2,3,3,3,3,3,3,1,1,4,2,4,2,2,2,2,2,2,2,2,0,0,1,0
"1389",1,1,0,0,1,0,0,0,2,1,NA,1,2,2,2,2,NA,2,2,NA,3,3,3,3,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,2,2,6,1,1,1,2,2,1,1,1,2,2,0,0,1,1
"1390",1,0,0,0,1,0,0,0,2,1,NA,1,2,2,2,NA,NA,1,NA,NA,2,3,3,1,0,0,0,0,0,1,0,1,0,0,1,3,1,2,3,3,2,3,1,1,5,1,6,2,1,2,2,2,2,2,2,0,0,0,1
"1391",1,1,0,0,1,1,0,0,1,1,2,1,2,2,2,2,2,1,2,2,3,2,3,3,0,0,0,0,0,0,0,0,1,0,3,2,3,3,2,2,2,3,2,2,5,2,2,1,1,2,2,2,2,2,2,0,1,0,0
"1392",1,1,0,0,0,0,0,0,2,NA,NA,1,2,2,2,2,NA,1,2,NA,3,3,2,2,0,0,0,1,0,0,1,0,0,0,3,2,3,3,3,3,3,2,1,1,5,2,6,2,2,2,2,2,2,2,2,0,0,1,0
"1393",1,0,0,0,1,0,0,0,2,2,NA,1,2,2,2,NA,NA,2,NA,NA,2,3,3,3,0,0,0,0,0,0,0,0,1,0,3,3,2,2,3,3,3,3,1,1,5,2,3,2,1,2,2,2,2,2,2,0,0,0,1
"1394",1,1,0,0,1,1,0,0,1,2,2,1,2,2,2,2,2,1,2,1,3,2,3,3,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,1,1,2,2,6,2,2,2,2,2,2,2,2,0,0,1,0
"1395",1,0,0,0,1,0,0,0,1,2,NA,1,2,2,2,NA,2,1,NA,2,2,3,3,2,0,0,0,0,0,1,0,0,0,0,2,3,4,2,3,3,3,2,1,1,4,2,4,2,2,1,2,2,2,2,2,1,0,1,0
"1396",0,1,0,0,1,1,0,0,2,1,2,1,NA,NA,NA,2,NA,NA,2,NA,3,2,3,3,0,0,0,0,0,0,0,0,1,0,3,2,3,4,2,3,1,2,1,1,7,1,1,1,1,2,1,1,1,2,2,0,0,1,1
"1397",1,1,0,0,0,0,0,0,1,NA,NA,1,3,3,2,2,2,2,2,2,3,3,3,3,0,0,0,0,0,0,1,0,0,0,3,3,3,3,3,3,3,3,2,2,7,2,1,2,2,2,2,2,2,2,2,1,0,0,0
"1398",1,1,0,0,1,1,0,0,1,2,2,1,3,2,2,2,2,1,2,2,3,3,3,3,0,0,0,0,0,0,0,0,0,1,2,3,3,3,3,3,2,2,1,1,4,2,4,2,2,2,2,2,2,2,2,0,0,0,1
"1399",1,1,0,0,1,1,0,0,1,1,1,1,2,2,2,2,2,1,2,2,2,3,2,3,1,1,0,1,1,1,1,0,0,0,4,3,3,3,3,3,3,3,1,1,7,2,1,2,1,2,1,2,2,2,2,1,0,0,0
"1400",1,1,0,0,1,1,0,0,1,1,1,1,2,1,2,2,2,1,1,1,3,3,3,2,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,2,1,2,2,2,1,1,2,2,1,1,2,2,1,0,0,0
"1401",1,0,0,0,1,0,0,0,1,1,NA,1,2,2,2,NA,2,1,NA,2,3,3,3,3,0,0,0,0,0,1,0,0,0,0,1,2,2,1,2,3,3,1,1,1,5,2,1,2,2,2,2,2,2,2,2,0,0,1,1
"1402",1,1,0,0,1,1,0,0,1,2,1,1,1,1,1,1,1,1,2,2,3,3,3,3,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,6,1,4,1,2,2,2,2,2,1,2,0,0,1,0
"1403",0,1,0,0,0,1,0,0,2,NA,2,1,NA,NA,NA,2,NA,NA,2,NA,4,4,4,4,0,0,0,0,0,0,0,0,0,1,4,4,4,4,4,4,4,4,1,1,6,2,1,2,1,2,2,2,2,2,2,1,1,1,1
"1404",0,1,0,0,1,1,0,0,1,1,2,1,NA,NA,NA,2,2,NA,2,2,3,3,3,3,0,0,0,0,0,0,0,0,0,1,3,3,3,4,3,3,3,4,1,1,6,1,1,1,2,2,2,2,2,2,2,0,0,1,0
"1405",1,1,0,0,1,0,0,0,2,2,NA,1,2,2,2,2,NA,2,2,NA,3,3,3,3,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,1,1,5,2,3,1,2,2,2,2,2,2,2,0,0,0,1
"1406",1,1,0,0,0,0,0,0,1,NA,NA,1,2,1,1,1,1,1,2,2,4,3,4,4,1,0,0,1,0,1,0,0,0,0,2,3,4,4,4,4,4,3,1,2,2,2,7,1,2,2,2,2,1,2,2,0,0,1,0
"1407",1,1,0,0,1,1,0,0,1,2,2,1,2,2,2,2,2,2,2,2,1,2,3,4,1,0,0,0,0,0,0,0,0,0,3,2,1,1,3,3,3,1,1,1,2,2,6,2,2,2,2,2,2,2,2,0,0,1,0
"1408",1,1,0,0,0,0,0,0,2,NA,NA,1,2,2,2,2,NA,2,2,NA,4,4,4,4,0,0,0,0,0,0,0,0,0,1,4,4,4,4,4,4,4,4,2,1,1,2,6,1,2,2,2,2,2,2,2,0,0,0,1
"1409",1,1,0,0,1,0,0,0,1,2,NA,1,3,2,2,2,2,1,2,1,3,3,3,3,0,0,0,1,0,0,1,1,0,0,3,3,3,3,2,2,2,3,2,1,5,2,1,1,1,2,2,1,2,2,2,0,0,1,0
"1410",1,1,0,0,1,1,0,0,2,1,2,1,2,2,2,2,NA,1,2,NA,4,4,4,4,0,0,0,0,0,0,0,0,0,1,4,4,4,4,4,4,4,4,2,2,1,2,1,1,1,2,2,2,2,2,2,1,0,0,0
"1411",1,1,0,0,1,1,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,3,3,0,0,0,1,0,0,1,0,0,0,3,1,3,1,2,1,1,2,1,1,5,2,4,2,2,2,2,2,2,2,2,0,0,1,0
"1412",1,1,0,1,1,1,0,0,2,2,2,1,2,2,2,2,NA,1,2,NA,2,2,3,3,1,0,0,0,1,1,1,0,0,0,3,3,3,2,3,3,3,2,1,1,2,1,6,1,1,1,2,2,2,2,2,0,0,0,1
"1413",0,1,0,0,0,1,0,0,2,NA,2,1,NA,NA,NA,2,NA,NA,2,NA,3,3,3,3,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,2,2,4,2,4,2,2,2,2,2,2,2,2,0,1,0,0
"1414",1,1,0,0,1,1,0,0,1,1,2,2,2,2,2,2,2,1,2,2,2,3,3,2,0,1,0,0,0,0,0,1,0,0,3,2,2,2,3,3,3,2,1,1,5,2,5,2,2,2,2,2,2,2,2,0,0,1,1
"1415",1,1,0,0,1,1,0,0,1,2,2,1,2,2,2,2,2,2,2,2,3,3,3,3,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,2,2,4,1,4,2,2,2,2,2,2,2,2,0,0,1,0
"1416",1,0,0,0,0,0,0,0,2,NA,NA,1,2,2,2,NA,NA,1,NA,NA,3,3,3,3,0,0,0,0,0,0,0,0,0,1,3,2,3,3,3,2,2,3,1,1,6,2,3,1,1,2,2,2,1,2,2,0,0,1,0
"1417",1,1,0,0,1,1,0,0,2,2,2,1,2,2,2,2,NA,2,2,NA,3,3,3,3,0,0,0,0,0,0,0,0,0,1,3,2,3,2,2,3,3,2,2,2,3,2,6,2,1,2,2,2,2,2,2,1,0,0,0
"1418",1,1,0,0,1,1,0,0,1,2,2,1,2,2,2,2,2,1,2,2,4,3,3,3,0,0,0,0,0,0,0,0,0,1,3,4,3,3,3,3,3,3,1,1,5,1,3,2,2,2,2,2,1,2,2,1,0,0,0
"1419",1,0,0,0,0,0,0,0,2,NA,NA,2,2,2,2,NA,NA,1,NA,NA,3,3,3,3,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,2,2,3,2,1,1,2,1,2,2,2,2,2,0,0,0,1
"1420",1,1,0,0,1,0,0,0,1,2,NA,1,2,2,2,2,2,2,2,2,2,2,2,3,0,0,0,0,0,0,0,0,1,0,2,1,3,1,3,3,3,2,1,1,3,2,5,2,2,2,2,2,2,2,2,0,0,1,0
"1421",0,0,0,0,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,2,2,2,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,8,2,8,2,2,2,2,2,2,2,2,0,0,0,1
"1422",1,1,0,0,1,1,0,0,1,2,2,1,4,4,2,2,2,2,2,2,3,3,3,3,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,2,3,2,2,4,2,4,2,1,2,2,2,2,2,2,0,0,0,1
"1423",1,0,0,0,0,0,0,0,2,NA,NA,1,2,2,2,NA,NA,1,NA,NA,3,2,3,3,1,1,1,0,0,0,0,1,0,0,3,3,3,3,3,3,3,2,1,1,4,2,2,1,2,2,2,2,2,2,2,0,0,0,1
"1424",1,1,0,0,0,1,0,0,1,NA,2,1,2,2,2,2,2,2,2,2,3,3,2,3,0,0,0,1,1,0,0,1,0,0,2,2,2,2,2,2,3,2,1,1,7,1,2,1,1,1,1,1,2,1,1,1,0,1,0
"1425",0,1,0,0,1,1,0,0,1,1,2,1,NA,NA,NA,2,2,NA,2,2,3,4,3,3,0,0,0,0,0,0,0,0,0,1,3,3,4,3,4,4,4,3,1,1,7,2,1,2,2,2,2,2,2,2,2,0,0,1,0
"1426",1,1,0,0,1,1,0,0,2,2,2,1,2,2,2,2,NA,2,2,NA,3,3,2,3,0,0,0,0,0,0,0,0,0,1,4,4,3,3,3,3,3,3,2,1,6,2,2,2,2,2,2,2,2,2,2,0,0,0,1
"1427",1,0,0,0,1,0,0,0,1,1,NA,1,2,2,2,NA,2,1,NA,2,2,3,3,3,1,0,0,0,0,1,1,0,0,0,3,2,3,2,3,3,3,3,1,1,4,1,4,1,1,2,2,2,1,2,2,0,0,1,0
"1428",1,1,0,0,1,1,0,0,2,1,2,2,2,2,2,2,NA,1,2,NA,4,4,3,4,0,0,0,0,0,0,0,0,0,1,3,2,4,4,3,3,3,3,1,1,2,1,4,2,1,2,2,2,1,2,2,0,0,1,0
